,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0.12184849,0.1025773,0.120872185,0.12337792,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11
1,0.121818796,0.102334596,0.12068008,0.12304133,0.11007064,0.11,0.11003236,0.110263705,0.11000001,0.11043496,0.11,0.11,0.11
2,0.121789,0.10209397,0.12048647,0.12270213,0.110141836,0.11,0.11006646,0.11052933,0.110000014,0.11087054,0.11,0.11,0.11
3,0.1217588,0.10185524,0.12029108,0.12236009,0.110213354,0.11000001,0.11009889,0.1107956,0.11000003,0.11130646,0.11,0.11,0.11
4,0.121728785,0.101618454,0.120094284,0.12201549,0.11028554,0.110000014,0.11013274,0.1110633,0.11000003,0.11174265,0.11,0.11000001,0.11
5,0.12169832,0.101384096,0.11989562,0.12166798,0.11035816,0.110000014,0.11016672,0.1113319,0.110000044,0.11217922,0.11,0.11000001,0.11
6,0.121667355,0.10115163,0.11969574,0.12131826,0.11043143,0.110000014,0.11020093,0.111601315,0.110000044,0.112615645,0.11,0.110000014,0.11000001
7,0.121636204,0.1009215,0.119494826,0.12096638,0.110504925,0.11000002,0.1102351,0.111871935,0.11000005,0.11305207,0.11,0.110000014,0.11000001
8,0.121604875,0.10069362,0.119291894,0.120611705,0.110579014,0.11000003,0.1102699,0.112143226,0.11000006,0.11348853,0.11,0.110000014,0.11000001
9,0.12157351,0.10046804,0.11908786,0.120255,0.11065343,0.11000003,0.110304765,0.11241542,0.11000008,0.11392494,0.11,0.110000014,0.11000001
10,0.121541806,0.100245066,0.11888241,0.11989592,0.11072892,0.11000003,0.1103398,0.11268836,0.11000008,0.11436061,0.11,0.110000014,0.110000014
11,0.121509664,0.10002451,0.11867583,0.11953484,0.11080425,0.110000044,0.11037531,0.112962104,0.11000009,0.11479622,0.11,0.110000014,0.110000014
12,0.12147747,0.09980605,0.118468136,0.11917196,0.11088053,0.110000044,0.11041089,0.113236286,0.1100001,0.11523118,0.11,0.11000002,0.110000014
13,0.121444814,0.09959066,0.11825915,0.11880677,0.110956974,0.110000044,0.11044674,0.113510996,0.11000011,0.11566519,0.11,0.11000002,0.110000014
14,0.12141247,0.099377416,0.1180492,0.1184401,0.1110337,0.110000044,0.110482685,0.113786325,0.11000011,0.11609882,0.11,0.11000002,0.110000014
15,0.12137956,0.09916703,0.11783821,0.11807123,0.111111365,0.110000044,0.110519044,0.114061974,0.11000014,0.116531424,0.11,0.11000002,0.110000014
16,0.12134667,0.0989591,0.117626324,0.11770129,0.1111892,0.11000005,0.110555574,0.114338145,0.11000015,0.11696325,0.11,0.11000003,0.110000014
17,0.12131329,0.09875351,0.117413394,0.11732928,0.11126774,0.11000005,0.11059218,0.11461445,0.11000015,0.11739383,0.11,0.11000003,0.110000014
18,0.12127981,0.098551035,0.11719966,0.11695604,0.11134663,0.11000005,0.11062894,0.11489094,0.110000156,0.11782315,0.11,0.11000004,0.11000002
19,0.12124627,0.098351076,0.116985045,0.11658127,0.111426026,0.11000006,0.110666044,0.11516755,0.11000017,0.11825146,0.11,0.110000044,0.11000002
20,0.1212126,0.0981541,0.116770074,0.11620541,0.111505605,0.11000007,0.11070319,0.11544465,0.11000018,0.11867826,0.11,0.110000044,0.11000002
21,0.12117874,0.097959764,0.116554104,0.11582844,0.1115859,0.11000007,0.110740684,0.1157213,0.110000186,0.11910359,0.11,0.110000044,0.11000002
22,0.12114465,0.09776839,0.11633735,0.1154501,0.11166659,0.11000007,0.11077836,0.11599836,0.1100002,0.11952751,0.11,0.110000044,0.11000002
23,0.12111078,0.097579546,0.11612077,0.11507118,0.11174794,0.110000074,0.11081647,0.11627504,0.11000021,0.11994984,0.11,0.110000044,0.11000002
24,0.12107656,0.09739403,0.115903154,0.114691205,0.111829214,0.11000008,0.11085441,0.11655129,0.11000022,0.12037009,0.11,0.110000044,0.11000002
25,0.121042125,0.09721153,0.11568544,0.11431085,0.11191106,0.11000008,0.11089274,0.11682764,0.11000023,0.120788954,0.11,0.110000044,0.11000002
26,0.12100781,0.0970314,0.11546735,0.11392977,0.11199369,0.11000009,0.11093083,0.1171036,0.110000245,0.12120539,0.11000001,0.110000044,0.11000003
27,0.12097339,0.09685476,0.1152492,0.113548584,0.11207664,0.110000096,0.11096932,0.11737896,0.11000025,0.12162005,0.11000001,0.11000005,0.11000003
28,0.12093896,0.09668133,0.1150306,0.11316692,0.11216005,0.110000096,0.11100821,0.117654145,0.11000026,0.12203287,0.11000001,0.11000005,0.11000004
29,0.12090462,0.09651099,0.114812516,0.11278511,0.1122434,0.1100001,0.111047104,0.11792879,0.110000275,0.12244341,0.11000001,0.11000005,0.11000004
30,0.120870106,0.09634404,0.11459445,0.11240331,0.11232749,0.1100001,0.11108585,0.11820257,0.110000275,0.122851655,0.11000001,0.11000006,0.110000044
31,0.12083585,0.0961801,0.114376545,0.11202183,0.11241222,0.1100001,0.11112509,0.11847588,0.11000028,0.123257466,0.11000001,0.11000006,0.110000044
32,0.120801665,0.09602001,0.11415929,0.11164059,0.11249708,0.1100001,0.11116426,0.11874827,0.110000305,0.12366094,0.11000001,0.11000006,0.110000044
33,0.12076769,0.095863506,0.11394228,0.111260265,0.112582564,0.11000012,0.11120376,0.11902021,0.11000031,0.12406208,0.11000001,0.11000006,0.110000044
