,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77
0,0.026541281,0.037291843,0.0055382573,-1.6391143e-05,0.32516366,-3.904007e-05,0.045473207,-2.1349846e-05,0.038894482,-1.6825568e-05,-3.454897e-05,-5.839701e-05,0.023978502,-8.776858e-06,-0.00031031133,-0.0009342507,-0.0003755562,-0.00022663083,-0.0007407351,0.07431713,0.09742602,-0.0011062803,0.22107193,0.02507848,-4.542597e-05,-0.00022789728,0.13414937,0.0745049,0.18903325,0.13158447,-0.00018499716,-6.373631e-05,-9.2647155e-05,0.38987964,-6.121225e-05,0.24554144,0.1599389,-0.00012491073,-3.764544e-06,0.19151227,-0.00020563073,-0.00027621005,0.3050938,-2.6316602e-06,-6.260132e-05,-4.794265e-07,-7.5977478e-06,0.08614591,-9.192825e-06,-4.267804e-08,-8.260578e-06,-2.4852952e-06,-4.211458e-06,-6.445671e-06,-5.514403e-06,0.29351586,-3.0934043e-06,-3.6476217e-07,0.0380721,-1.0943604e-05,-4.5189154e-08,-2.6023572e-06,-4.794161e-06,0.034352776,-1.0585363e-06,-1.00946945e-05,-1.6280978e-06,-7.230753e-09,-6.093187e-07,-9.73163e-07,-1.8434494e-06,-6.2641675e-07,-7.658519e-06,-3.5023556e-06,-3.945501e-05,0.022007136,0.012168861,-1.5738533e-06
